+1, +1
+0.5, 0
-1, 0
+1, +1
0, 0
-1, +1
+0.5, +0.0
+1, +1
+0, +1
+0.5, +0.5
+1, +1
+1, 0
-1, 0
+1, +1
-1, +1
-0.5, 0
+1, -1
+1, +1
1, 1
0.0, 0.0
+0.5, +0.5
+1, +1
+1, +1
+1, -1
0.0, 0.0
0, +1
-1, -1
-1, +1
-3.0, -1.0
- 0 (Valence remains negative but does not significantly change in intensity)
+2, +2
-2, +2
0.0, 0.0
-1, +1
+1, +1
+1, -1
+1, +1
-2, +1
+3, +1
0, -2
0, -2
-0.2, -0.2
+1, +1
0, +1
- Valence change: +0.5 (The valence in TEXT 2 is still positive but slightly less positive than in TEXT 1)
+1, +1
+0, -1
-2, -2
+0.5, -1.0
+2, +2
-1, +1
-1, +1
-1, +1
0.0, 0.0
+2, +1
0.0, 0.0
-2, -2
0.0, 0.0
-0.5, -1.0
+1, +1
0, 0
0.0, 0.0
+4, +2
-1, -1
+0.5, +0.5
-1, 0
-1, +1
+1, +1
-1, -2
-2, +1
+0.5, +0.5
-2, -2
+1, +1
-1, -2
-1, +1
-1, +1
+0.5, 0
-1, -1
+0.5, +0.5
-2, -1
+1, +1
-1, +1
+2, -1
-3, -1
+3, +1
+0, -0.5
+0, -1
+1, +1
+1, -1
+0.5, +1.0
-1, -1
+0.5, -0.5
+0.5, +0.5
+1, +1
-2, -2
-1, -1
-1, -1
+1, +1
+0.5, +0.5
-1, -1
+1, +1
-1, -1
-1, +1
+1, -1
+0.5, 0
-2, +1
+0.5, -0.5
+1, +1
+1, +1
-1, -1
-2, -1
+1, +1
+1, +1
0, 0
-1, -1
+1, +1
+1, +1
-2, -1
-1, +1
+0.5, +0.5
0, -1
+1, +1
+1, +1
-1, -1
0.0, 0.0
-2, -2
+3, +2
0.0, 0.0
+0, 0
0, 0
-1, 0
+1, -0.5
-1, +1
+1, +1
-1, +0.5
-1, -1
+0.5, +1.0
0.0, 0.0
+2, +2
-2, +2
+1, -1
-2, -2
+2, +1
-3, -3
- Valence change: -1 (slightly more negative in TEXT 2)
-1, -1
-1, +1
0, +1
+0.5, -1.0
-1, 0
-1, -1
+4, +3
-2, -2
+2, +1
-1, -1
-1, -1
+1, -1
+1, +1
-2, -2
-2, +1
+2, +2
-0.5, -1
+1, -1
+1, +2
+0.5, -1.0
-2, -2
-0.5, +0.5
+0.5, -1.0
+2, -1
+0.5, +0.5
-2, -1
-1, +1
-1, +0.5
-2, +1
+0.5, -1.0
+1, -1
-2, -1
-1, +1
-1, -1
+1.5, -1.5
+0.67, -0.25
-2, +1
+1, -1
-1, 0
-2, +1
+1, +1
-1, -1
-1, +1
-1, +1
-1, -1
+2, +2
+0.5, -0.5
-1, +1
-1, 0
-1, 0
+2, +1
-2, -1
+2, +1
+0.5, -1.0
+2, -3
-2, +2
+1, 0
-1, 0
-1, +1
+2, +1
-2, -1
1, -1
+2, 0
+1, -1
-2, -2
0, 0
+2, +1
-1, -1
0.0, 0.0
- -1 (Valence decreased from +1 to -1)
+2, +1
+1, +1
-0.5, -1.0
-1, +1
+0.5, -1.0
+1, +1
+0.5, 0
+1, +1
+0, +1
-2, -2
+1, +1
-0.5, +0.5
-1, +1
+0.5, -0.5
+1, 0
-1, -1
-1, -1
+0.5, +0.5
-1, +1
-1, +1
+0.5, +0.5
+1, +1
-0.5, 0
+1, +1
+1, +1
+0.5, +0.5
+0.5, +0.5
-2, -2
+0.5, -0.5
+1, +1
+1, -1
+1, +1
-1, -1
-1, +1
+0.5, +0.5
-1, -2
+0.5, +0.5
+1, +1
-1, +1
+0.5, +0.5
-1, -1
+0.5, +0.5
-1, -2
+1, +1
-1, +1
+2, +1
-2, -2
-1, 0
+1, +1
-1, -1
-1, -1
+1, +0.5
-2, -2
-2, -1
+1, +1
+1, +1
0, -1
+0.5, -0.5
-1, -1
+0.5, +0.5
-1, +1
+1, +1
+1, +1
-2, -1
+3, +1
-4, -4
+2, +1
+0.5, +1.0
-0.5, 0
-4, -4
+1, -1
-2, -2
+1, +1
-1, -2
+4, +4
0, -1
+0, 0
-1, +1
+2, +2
-3, -2
0, -1
-1, 0
+4, -2
+0.5, -0.5
+2, +2
0, -1
-2, -2
0, -1
-1, +1
+1, +1
+1, +1
+0, -1
-3, 0
+1, +1
-1, +1
+0.5, -0.5
+1, -1
-1, -1
+0.5, +0.5
+1, 0
+0.5, +0.5
+1, +1
+1, +1
0.0, 0.0
-2, +1
+0.5, +0.5
+2, +2
-1, 0
+1, +1
Valence change: +0 (no significant change in positivity)
-1, -2
+1, +1
-0.5, +0.5
0.0, 0.0
-2, +1
-1, +1
-0.5, 0
-1, +0.5
0.0, 0.0
+1, +1
0.0, 0.0
+1, +1
+1, +1
0.0, 0.0
-3, +1
+0.5, +0.5
+0.5, -0.5
+0.5, +0.5
+2, +2
-1, -1
0.0, 0.0
0, 0
-0.5, +0.5
0, 0
-1, -1
0.0, 0.0
+3, +2
+1, -1
0.0, 0.0
+1, +1
-1, -1
-1, +1
+1, +1
+0, +0
-1, +1
+2, +1
-0.5, -0.5
+0.5, +0.5
+0.5, -1.0
+1, +1
+1, +1
-2, +1
+2, +2
+0.5, +0.5
+1, -1
+1, +1
-1, -1
+2, +1
-2, -1
-2, -1
+0.5, +0.5
-2, -1
+2, +1
+0.5, +0.5
+0.5, -0.5
-1, -1
-3, +1
+1, 0
+1, 0
-1, +1
+2, +1
-1, 0
+1, 0
-1, +1
-1, +1
+2, -1
+0.5, -0.5
0.0, 0.0
+2, +1
+0, -1
+1, +1
-1, 0
+1, +1
+1, -1
+1, +2
-2, -2
+1, +1
+1, +1
+0.5, +0.5
0, 0
-2, -2
+3, +2
-2, -2
+1, +1
-1, -1
+1, +1
-1, -1
+2, +2
-3, -2
-1, 0
+1, +1
- Valence change: -1 (Valence decreased from +2 in TEXT 1 to +1 in TEXT 2)
-1, -1
+1, +1
+1, +1
+1, +1
-2, -2
+1, +1
-2, -1
+0.5, 0
-0.5, +0.5
+2, -1
+1, +1
-2, 0
+1, +1
+2, +2
-1, +1
+2, -1
-1, +1
+1, +1
+1, +1
+1, 0
+1, +1
-1, -1
+1, -1
-1, -1
+1, -1
+1, +1
-1, +1
-1, +1
+1, +2
+1, -1
-3, -2
+2, +1
Valence change: -1 (The valence decreased from a mixed state to a more neutral state)
+1.0, +2.0
-1, 0
-2, -2
+0.5, -0.5
+0.5, +1.0
-1, -1
-2, -2
-2, -2
-1, +1
|None|, |None|
-1, +1
+1, +1
-2, -2
-1, -1
+0.5, +0.5
Valence change: +1 (The valence has slightly improved from very negative to slightly negative)
|None|, |None|
-1, +1
+0.5, +0.5
+1, +1
|None|, |None|
-2, -2
+1, +1
+1, +1
+1, +1
- -1 (The valence decreased from positive to slightly negative)
+0.5, +0.5
+3, +2
+0.0, +1.0
-1, -1
0.0, 0.0
+1, -1
-3, -3
+1, +1
+1, +1
+1, +1
0, -1
+2, +2
0.0, 0.0
+0, -1
+1, +1
-2, +2
-1, +1
+0.5, +0.5
0.0, 0.0
+1, +1
0.0, 0.0
+1, +1
+1, +1
-2, -2
0.0, 0.0
-2, -1
+1, +1
+1, +1
+2, +2
0.0, 0.0
-0.5, +0.5
-1, +1
-1, +1
-1, -1
+1, -1
-0.5, -1.0
0, 0
-1, +1
+1, -1
+1, +1
-1, -1
+1, +1
-2.0, 0
+1, -1
-0.5, 0
+1, +1
+0.5, +0.5
+0.5, 0
+1, +1
+0.5, +1.0
+1, -1
-1, -1
+1, +1
+1, +2
-2, -2
-2, -1
+1, -1
+0.5, -0.5
+1, 0
-1, -1
-1, 0
+1, +1
+1, -1
+1, +1
+1, +1
-1, -1
-1, -1
+1, +1
+1, +1
-1, -1
+1, -1
+2, +2
+0, -0.5
+1, +2
-2, -2
+0.5, 0
+1, +1
0, +0.5
+1, +0.5
+1, +1
-1, -1
-2, -2
+2, +1
-3, -2
+1, -1
-2, +1
-1, -0.5
+1, 0
-0.5, 0
-1, 0
+2, +1
-2, -1
-1, +1
+1, 0
-1, -1
+1, +1
-1, 0
+2, +1
+1, -1
-1, -1
+2, +1
-1, +1
-1, -1
-1, 0
-1, 0
+1.0, 0
+2, -1
+1, -1
-1, -1
0, 0
-2, +2
+1, 0
+1, -1
+1, 0
0, -1
-1, +1
+1, +1
-1, -1
+1, +1
+0.5, -0.5
-1, -1
-1, +1
-1, +1
-1, -1
+0.5, +1.0
-1, +1
+0.5, 0
0, 0
+1, 0
+0.5, +0.5
0, 0
-1, +1
-1, 0
-1, -1
-1, 0
-1, -1
+1, +1
0.0, 0.0
+1, +1
0.0, 0.0
-1, -1
0.0, 0.0
+1, +1
-1, -1
-1, +1
+2, +2
+0, +0
+0, -1
+0, -1
+1, -1
+0.0, 0.0
-0.5, -0.5
0.0, 0.0
0, +1
+1, +1
+1, +1
-4, -4
+1, -1
+2, +2
-2, -2
+1, +1
+2, +2
-2, -2
0, 0
+1, -1
+1, +1
+1, -1
0, 0
-2, -2
+3, +1
+1, +1
-4, -4
+1, -2
-0.5, 0
+2, +2
-0.5, -1.5
-1, -1
+3, +2
+2, 0
-1, -1
+2, +2
-1, -1
0, 0
+2, +1
+2, +2
-2, -1
+2, -1
+2, +2
+0.5, +1.0
-1, -1
+1, +1
-4, -2
+4, +4
+1, +1
0, 0
+1, +1
+0, -1
-4, -4
+1, +1
-1, -1
0, -1
+2, +1
-2, -2
-1, 0
+2, +2
+1, +1
-2, -2
+0.5, -1.0
+2, +1
-4, -2
-1, -1
-0.5, -0.5
+2, -1
+1, +1
-2, -2
-1, -1
+0.5, -0.5
+1, +1
-2, -2
+2, +2
-1, -1
0, 0
+1, +1
0, 0
+0.5, +1.0
+0.5, +0.5
0, 0
-3, -2
+1, +1
+2, +1
+0.5, -1.0
+0, +1
-1, -1
+2, +2
+0.5, -0.5
+0.5, -0.5
-1, +1
+1, -1
+0.5, -0.5
-1, -1
+2, +2
+1, +1
-2, -1
+1, +1
-1, -1
+1, +1
-1, -1
+4, +4
+1, +1
0.0, 0.0
-3, -3
+1, -1
+1, +1
-0.5, +1.0
+1, -1
+1, +1
-1, -2
+3, +2
0.0, 0.0
+1, -1
-1, -1
+2, +1
-2, +2
+2, +1
-1, 0
0, 0
+2, +2
-1, -1
+2, +1
+1, +1
+0, +0
+1, 0
+0, +0
-1, +1
0, +1
-0.2, -0.2
+2, +1
+1, +1
-1, -1
+2, +1
+1, +1
+1, +1
-1, -1
+1, -1
-1, +1
+2, +2
+1, +1
0, 0
+1, -1
-3, -1
+2, -1
+1, +1
Valence change: +0.5 (from +2 in TEXT 1 to +1.5 in TEXT 2)
0, -1
+2, +1
+1, 0
-4, -4
-1, +1
+2, +1
+1, +1
+1, +1
-1, -1
+2, +2
-2, -2
+1, +1
+1, +1
-1, -1
+1, +1
+1, -1
+1, +1
+1, +1
+1, +1
+0.5, -1.0
+1, +1
+1, +1
+1, +1
+1, +1
+1, +1
-1, -1
+2, +2
+0.5, -1.5
-1, -1
+2, +2
-1, -1
+1, +1
-1, -1
+2, +2
+0.5, -1.0
-1, -2
+2, +2
+0, +0
+1, +1
+1, -1
-1, -1
-2, -1
-1, +1
+1, +1
+2, +2
+1, -1
-1, -1
-1, -1
+1, +0.5
-1, +1
-1, +1
+3, +2
-2, -1
+1, -1
+1, +1
+1, +1
+1, +1
+1, +1
+2, +1
+1, -1
-1, -1
+1, +1
-1, -1
+1, -1
+2, +1
-1, -1
+2, +1
+0, -1
+2, +1
+0.5, -1.0
+1, +1
+0, +1
-1, -1
+1, +1
+0.5, +0.5
+1, +1
+2, +2
-2, -2
+2, +2
+1, +1
+1, +1
+2, +2
+1, -1
-1, -1
+2, +2
+1, +1
-1, -1
-2, -4
+1, +1
+1, +1
+1, +1
-1, -1
+1, +1
+1, +1
+1, +1
-1, -1
+1, +1
+1, +1
+1, +1
-1, -1
+1, +1
+0.5, 0.0
+1, -1
+1, +1
-1, -1
+1, +1
+1, +1
-1, +0.5
+0.5, -0.5
-1, +0.5
+1, +1
+1, +1
-1, -1
-1, -1
+1, +1
+1, +1
+1, +1
-2, -2
+1, -1
-1, +1
+1, +1
+1, +1
+1, +1
-1, -1
+1, +1
-2, -2
+2, +1
-1, -1
+1, +1
+0.5, +0.5
+0.5, -1.0
+1, +1
+1, +1
+1, +1
-1, -1
+1, +1
-1, -1
+1, +1
+1, +1
-1, -1
+1, +1
+1, +1
-2, -2
+2, +2
+0.5, +0.5
-1, -1
+1, +1
+1, +1
-1, -1
+1, +1
+1, 0
+1, +1
-1, -1
+1, -1
+1, +1
+1, +1
+2, +1
-2, -2
+1, +1
+1, +1
+0, -1
-1, -1
-1, -1
-1, 0
+0.5, 0
+1, +1
+1, +1
+1, +1
-1, +1
-1, +1
+1, +1
0.0, 0.0
+1, +1
0.0, 0.0
+2, +1
+1, +1
-2, -1
0.0, 0.0
-1, -1
-1, -1
+1, +1
0.0, 0.0
-2, -1
-1, +1
+1, +0.5
0.0, 0.0
-1, 0
+0.5, 0.0
+0.5, +1.0
+2, +2
+1, -1
-2, -2
-0.8, 0
-1, 0
0, 0
+2, 0
-1, -1
-1, 0
+3, 0
-4, -4
+1, -1
+1, +1
-1, -1
+1, +1
-2, +2
+2, -1
+1, +1
-3, -2
-1, -1
+0.5, -1.0
+1, 0
-3, -2
-1, +1
-2, -1
+1, +1
-1, -1
-1, +0.5
-1, -1
+1, +1
+0.5, +0.5
-2, +1
-1, 0
-1, -1
-1, 0
+1, +1
+1, +1
-1, +1
-2, +1
-1, -1
+1, -1
-2, +1
+1, -1
0.0, 0.0
+0, -2
+1, +1
+1, +1
+0.5, -0.5
-1, -1
-1, +1
0.0, 0.0
+0.5, +0.5
-1, -1
+0.5, +0.5
+1, +1
+1, +1
0.0, 0.0
+1, +1
-1, +1
+1, +1
-1, -1
+1, +1
+1, +1
+1, +1
+0.5, +0.5
+0.5, +0.5
-1, -2
-1, 0
+3, +4
-3, -2
+3, -1
-1, -1
+2, +2
+0, +1
0.0, 0.0
+1, 0
-1, +1
0.0, 0.0
-3, +2
-1, 0
0, -1
-1, -1
+2, +1
+0.4, 0
-1, -1
-1, -1
0.0, 0.0
+1, -0.5
+1, +1
+1, +1
+1, +1
+0, -1
+1, +1
+0.5, +1.0
+1, +1
-2, -2
0.0, 0.0
-0.5, -0.5
+1, +1
+2, +2
-1, +1
+3, +2
0, -1
+1, +1
+0, +0.5
+1, +1
0.0, 0.0
+0.5, -0.5
+1, +1
-1, -2
+1, +1
+1, +1
+1, +1
+0.5, +0.5
+1, -1
+1, +1
+1, 0
+0.5, 0
-1, -1
+1, 0
+1, +1
0, 0
+1, +1
0, 0
+1, +1
-1, +1
+1, +1
+0.5, +0.5
0, -1
-1, +1
-1, +1
+1, +1
+1, -1
+1, +1
+1, +1
+1, -1
-1, -1
+0.5, +0.5
+1, +1
+0.5, +0.5
+1, -1
+1, +1
+1, +1
0.0, 0.0
+2, +2
-1, 0
+0, +1
+1, -1
+2, -1
+0.5, +0.5
+1, -1
-3, -3
+0.5, +0.5
+2, +2
+1, +1
0, -1
0, -1
+1, -1
+0.5, +0.5
0, +0.5
+1, +1
-1, +1
+1, +1
+1, +1
+0.5, +0.5
+0, -0.5
0, 0
+1, 0
+0, -1
-1, -1
+1, +1
+1, +1
+2, +1
-0.5, -1.0
+0, -1
+0, -1
+0, 0
-2, -2
+2, +2
+1, -1
0.0, 0.0
-3, -2
+1, +1
-1, -1
0, -1
-1, -1
+1, +1
-2, -2
+0.5, -1.0
0.0, 0.0
+2, +1
+0, -1
-1, +1
+2, +1
0, +1
+0, 0
+1, +3
Valence change: -1 (from +2 in TEXT 1 to +1 in TEXT 2)
+1, +1
-0.5, +0.5
+2, +2
+0.5, +0.5
+1, -1
+2, +2
+1, +1
-1, -2
+2, +2
+1, +1
-2, -2
+2, +1
0.0, 0.0
+2, +2
0, -1
-1, -1
+2, +1
+1, +1
-2, -2
+0.5, -0.5
+1, +1
+1, -1
0.0, 0.0
+1, +1
+1, +1
+2, +2
-0.5, -0.5
+1, +1
-1, 0
+1, +1
+0.5, +0.5
+1, -2
+2, +1
+2, -2
+0.5, +0.5
+0, -1
+1, +1
+0.5, +0.5
+1, -2
+0.5, 0
+1, +1
+0.5, +0.5
-0.5, +0.5
+2, +1
+0.5, +0.5
+1, +1
-1, -1
+2, +1
+1, -1
+1, +1
+0.0, 0.0
+0.5, +0.5
+1, +1
+0.5, -0.5
+0.5, +0.5
+0, -2
+1, +1
+0.5, +0.5
0.0, 0.0
-1, -1
-1, 0
+1, +1
+1, +1
+0.5, -0.5
-1, -2
+2, +1
+1, +1
+1, +1
+1, +1
+1, +1
+1, -1
+0.5, +0.5
-1, -1
+0.5, +1.0
+1, +1
-1, -1
+1, -1
+1, 0
-1, +1
0, 0
+1, -1
+1, +1
0, 0
+0.5, -0.5
+1, +1
+1, -1
0, 0
-0.5, +0.5
0, +1
+2, +2
0.0, 0.0
-1, -1
+1, -1
-1, +1
+1, +1
+1, +2
+2, +1
+0.5, -0.5
-4, -4
+1, +2
+1, +1
-1, -1
-1, +1
+2, -1
+2, +2
-2, -1
+3, +2
-0.5, -0.5
+1, -1
0.0, 0.0
-1, -2
+2, +2
+1, +1
-4, -4
-1, 0
0, 0
-3, -1
+4, -2
+4, +4
0.0, 0.0
+1, +1
+1, +1
-1, -1
-1, 0
0, 0
+1, -1
-1, +1
+1, +1
0.0, 0.0
+1, -1
-1, -1
-1, -1
+2, +1
0, 0
-1, -1
+1, +1
0.0, 0.0
-4, -4
-0.5, -1.0
+3, +3
-2, -1
-2, +1
-1, -1
+1.0, -1.0
0, -1
-1, 0
+2, +2
+1, -2
-1, -1
0.0, 0.0
-1, -1
+2, +2
+0, -0.5
+1, +1
0.0, 0.0
-2, -2
+1, +1
+2, +2
+1, -2
-1, +1
+1, +1
-2, -1
+3, +3
0.0, 0.0
0, -2
+3, +2
-1, -1
+1, +1
0.0, 0.0
-2, -1
+1, +1
+1, +1
-2, -2
-1, +1
+2, -1
-1, -1
+1, +1
+1, 0
+1, +1
-0.5, +0.5
+2, +2
-2, -2
+2, +2
+0, -1
0.0, 0.0
-1, -1
+2, +1
+2, +2
+0.5, 0
-2, -2
+0.5, +1.0
+2, +2
-1, -1
+2, +1
+1, -2
+1, +1
+0.5, +0.5
+1, -1
+2, +2
+1, -1
-2, 0
+0.5, +0.5
-1, -1
0.0, 0.0
- +1 (Valence increased from -1.0 to a slightly less negative state)
-1, +1
-1, +1
0, 0
-1, 0
-1, +1
0, 0
-1, +1
+0.5, +0.5
+2, -1
-2, -2
-1, 0
+4, +4
-3, -2
-1, -1
0, 0
-1, -1
-1, +1
+2, +1
0.0, 0.0
+0.5, -1.0
-0.5, +0.5
+1, +1
+2, +1
+0.5, +0.5
+0.5, +0.5
0.0, 0.0
+1, -1
0, -1
+2, +1
+1, +1
+1, -1
-1, +1
+2, +1
-2, -2
-2, +2
+3, -1
+2, +2
+2, +2
-4, -4
+2.0, 0.0
+1, -1
+1, +1
-1, -2
-1, -1
+1, +1
+2, +2
-1, -1
-2, +1
0.0, 0.0
-1, +1
+4, -2
-2, -2
+1, +1
+1, +1
-0.5, -0.5
+2, -1
+2, +2
-1, -2
+2, +2
+1, +1
+0.5, +0.5
+0.5, +0.5
0.0, 0.0
-1, +0.5
-1, -1
0, 0
+3, +1
-2, -2
+0.5, +0.5
-2, +2
-1, -1
+2, +1
+2, +1
-1, -3
+1, 0
-2, +1
+2, -1
-1, -1
0, -1
-2, -2
+0.5, +0.5
-2, +1
0.0, 0.0
-2, +2
+3, +2
+1, +1
+1, +1
-1, -1
+2, +2
+1, 0
0, 0
+1, +1
+0.5, +0.5
-1, -1
+1, +1
+0, -1
+1, +1
+0.5, +1.0
+2, +2
+0.5, -1.0
+1, 0
+1, +1
+0, -1
+0.5, -1.0
+1, +1
-1, -1
-1, +1
+0.5, -1.0
+1, +1
-1, -1
+1, +1
+1, -1
+1, +1
+1, +1
+1, +1
+0.5, 0
0.0, 0.0
+2, +1
-1, -1
+1, +1
-1, +1
-1, -1
+2, +2
-0.5, +0.5
-1, -1
+0.5, +0.5
+2, +1
-1, -1
+0.5, +1.0
+1, -1
+0.5, +0.5
-1, -1
+1, 0
+2, +2
+1, +1
+1, +1
-2, -2
0, +1
-0.5, -1.0
-1, -1
+1, +1
-2, -2
+4, +2
-1, -1
+2, +2
0.0, 0.0
-2, +1
+3, +1
-1, -1
+2, +1
+0.5, +0.5
+1, -1
+1, +1
+0, -1
0.0, 0.0
-1, +1
-0.5, +0.5
-1, +1
+2, -1
+1, +1
-0.5, -1.0
0.0, 0.0
+2, +1
+0, -1
-3, -2
+1, +1
-1, -1
-1, +1
+1, +1
+2, +2
+1, -1
-2, -2
-2, +1
-1, -1
+3, +2
+1, +1
+1, -1
0.0, 0.0
0, 0
-1, +1
+1, +1
-2, -2
+0.5, +0.5
+2, +2
+1, -1
+1, +2
-2, -1
-1, -1
+1, +1
-2, +1
+1, +1
0.0, 0.0
+1, +1
+1, +1
-1, +1
-2, +1
+0.5, -0.5
+1, +1
-2, -1
+2, +1
-3, -2
-3, +1
-1, -1
+0.5, +0.5
-1, +1
-1, +1
-3, -1
-4, +2
-2, -2
-2, -1
+1, +1
+0.5, +1.0
0.0, 0.0
+0.5, -1.0
-1, -1
+2, +2
+0, -0.5
+2, +1
+1, +1
+1, +1
+1, +2
+1, +1
+1, +1
0, -0.5
+2, +2
+1, +1
+2, +2
-1, -1
+1, +1
+1, +1
+1, -1
+0.5, +1.0
-2, -2
-1, -1
-1, -1
-1, 0
-1, -1
-1, 0
-1, +1
+1, -2
+2, +2
+0.5, -0.5
0, +1
0.0, 0.0
-2, +1
-1, +1
-1, 0
-1, -2
0, 0
-1, -1
+2, +1
-3, -3
-1, -1
-1, -1
-1, +1
-1, -1
+0.5, +0.5
-1, 0
+1, -1
-3, +1
-2, -2
0.0, 0.0
-2, -2
+1, +1
-2, +1
+4, -2
+2, +4
+1, -1
+2, +1
-2, -1
-1, -1
+1, -1
-2, -2
+1, +1
+0.5, +0.5
-1, -1
0.0, 0.0
+3, +1
-1, +1
-2, -1
+1, +1
+1, +0.5
-3, -2
+0.5, +1.0
-2, -1
+0.5, +0.5
-3, -2
+1, +1
-4, -2
-1, -1
-1, -1
+1, 0
+1, -1
0.0, 0.0
-1, 0
-1, 0
-1, -1
-1, -1
+1, 0
+1, +1
-1, -1
+1, +1
+1, +1
-3, -3
0, 0
-1, -1
-1, +1
0.0, 0.0
0, -1
+1, +1
-1, -1
+2, +1
-1, 0
+0.5, +0.5
+2, +2
+0, +1
-1, -1
+2, +2
0, -1
-1, +1
+1, +1
+1, -1
+0.5, +0.5
0.0, 0.0
+2, +1
+0.5, +0.5
+1, -1
-1, -0.5
+0.5, +0.5
+1, +1
-1.0, -0.5
-3, -3
+1, +1
+0.5, +0.5
+1, +1
+1, +1
-1, -2
0.0, 0.0
+1, +2
-2, -1
+1, +1
-2, -1
+1, -2
-1, +1
+2, -3
-1, +1
+2, 0
-2, -2
+1, 0
+2, +1
-2, +1
+1, -1
+3, +2
+0.5, 0
-2, -2
0, -1
+2, -2
+2, +1
-1, -1
-2, +1
+2, -1
+2, +2
-1, 0
-2, -1
+1, +1
-2, -2
+2, +2
-2, -2
0.0, 0.0
+1, +1
-1, -1
+1, +1
-2, +1
-1, +1
+1, +1
-1, -1
+2, +2
-1, -2
-1, -1
-1, +0.5
-1, +1
-1, -1
0.0, 0.0
+1, +1
+1, +1
+1, -1
+2, +1
-2, -2
-3, +1
+1, 0
+1, +1
0.0, 0.0
-3, +1
+2, +1
-2, +1
-1, 0
-1, -1
-2, -1
+2, +1
-1, -1
-1.5, +0.5
+0.5, +1.0
-1, +1
0, 0
-1, -1
-2, -2
+1, 0
0, 0
0.0, 0.0
+0.5, +0.5
0, -1
+1, -1
0, -1
+1, +1
+1, +1
+1, +1
-0.5, +1.0
+1, +1
+1, +1
+0.5, -0.5
+1, +1
+1, +1
+1, +1
+1, +1
-1, -1
+1, +1
0, +1
-1, -1
+2, +1
0, +1
+1, +1
0, 0
+0.5, -1.0
+1, +1
+0.5, +0.5
+0, -1
0.0, 0.0
+1, -1
-2, +1
+2, +0
+1, -1
+0.5, +0.5
+1, +1
0.0, 0.0
+0.5, 0
-0.5, +0.5
-1, -1
-1, +1
+0.5, -1.0
-1, -1
-1, -1
+1, +1
+0.5, +0.5
+1, 0
0.0, 0.0
-1, +1
-1, 0
+0.5, -1.0
+1, +1
+0.5, 0
+1, -1
-2, -1
0, 0
-0.5, 0.0
+1, +1
-1, -1
-0.5, 0
+1, -1
0.0, 0.0
+1, +1
+0.5, +1.0
+2, +2
-1, -1
+1, +1
+1, +1
-2, -1
+0.5, +0.5
-2, 0
+2, +1
+1, +1
-2, -2
+1, +1
+1, +1
+1, +1
+1, +1
-1, -1
0, +0.5
0.0, 0.0
-2, +1
-1, -1
+1, 0
+2, +2
+2, -1
0.0, 0.0
+2, +2
+1, +1
+1, +1
-2, -2
+1, +1
+1, +1
+1, -1
-2, +1
+2, +2
+2, +2
-2, -2
-1, -1
0.0, 0.0
-1, -1
-2, +1
+2, +1
-1, -1
+1, +1
+1, -1
+1, +1
-1, -1
-1, -1
+1, 0
+1, -1
+1, +1
-1, -1
+1, +1
+0.5, +0.5
+2.0, -1.0
+1, +1
+1, -1
0.0, 0.0
-1, 0
+0.5, -1.0
+1, +1
+1, -1
0, -1
-1, -1
+0.5, -0.5
+1, -1
+1, -1
-1, +1
+1, -1
0.0, 0.0
+2, +2
+0, -1
-3, -3
+2, +2
-0.5, 0
+2, +2
