epoch,state_change_arousal val_MAE,state_change_arousal val_MAPE,state_change_arousal val_RMSE,state_change_arousal val_SMAPE,state_change_valence val_MAE,state_change_valence val_MAPE,state_change_valence val_RMSE,state_change_valence val_SMAPE,step,train_loss_epoch,train_loss_step,val_loss
6,0.6268495917320251,7822845.0,0.8380447626113892,1.706095576286316,0.9631028175354004,16194765.0,1.214705228805542,1.5093072652816772,433,,,2.0527501106262207
6,,,,,,,,,433,2.2306597232818604,,
7,,,,,,,,,449,,2.1464624404907227,
7,0.6341849565505981,9141996.0,0.8423537611961365,1.6998562812805176,0.9479639530181885,18587886.0,1.196439266204834,1.4489426612854004,495,,,2.0387930870056152
7,,,,,,,,,495,2.209045171737671,,
8,,,,,,,,,499,,2.108712673187256,
8,,,,,,,,,549,,2.1245198249816895,
8,0.617417573928833,7124517.0,0.8255345821380615,1.7055999040603638,0.9246143102645874,9543959.0,1.1917122602462769,1.5997694730758667,557,,,2.017246723175049
8,,,,,,,,,557,2.1966543197631836,,
9,,,,,,,,,599,,2.2569477558135986,
9,0.591850221157074,8378996.0,0.794482409954071,1.6414190530776978,0.8978718519210815,12531341.0,1.1581963300704956,1.5180261135101318,619,,,1.9526786804199219
9,,,,,,,,,619,2.181861400604248,,
10,,,,,,,,,649,,2.190476179122925,
10,0.5902363061904907,8430684.0,0.7912594079971313,1.6363708972930908,0.8704019784927368,14037482.0,1.1141736507415771,1.4634031057357788,681,,,1.9054330587387085
10,,,,,,,,,681,2.173825979232788,,
11,,,,,,,,,699,,2.23978328704834,
11,0.606077253818512,8745048.0,0.8047835230827332,1.658154010772705,0.8801940083503723,11778322.0,1.1280004978179932,1.5042622089385986,743,,,1.932784080505371
11,,,,,,,,,743,2.1547939777374268,,
12,,,,,,,,,749,,2.0658440589904785,
12,,,,,,,,,799,,2.1933560371398926,
12,0.5815240144729614,7936080.5,0.7864605188369751,1.6309250593185425,0.8717023730278015,15352192.0,1.123791217803955,1.4418233633041382,805,,,1.9102517366409302
12,,,,,,,,,805,2.1524832248687744,,
13,,,,,,,,,849,,2.0391902923583984,
13,0.5795681476593018,9048850.0,0.7728233933448792,1.6085102558135986,0.8587946891784668,16411883.0,1.1180397272109985,1.4027003049850464,867,,,1.8908631801605225
13,,,,,,,,,867,2.136658191680908,,
14,,,,,,,,,899,,2.1959424018859863,
14,0.5590656995773315,8983767.0,0.7529761791229248,1.5728412866592407,0.8215448260307312,13926963.0,1.0625289678573608,1.4069993495941162,929,,,1.8155051469802856
14,,,,,,,,,929,2.101924180984497,,
15,,,,,,,,,949,,2.0122010707855225,
15,0.5554523468017578,10104640.0,0.7572008371353149,1.549022912979126,0.8254995942115784,14332984.0,1.0644057989120483,1.4201947450637817,991,,,1.8216066360473633
15,,,,,,,,,991,2.102666139602661,,
16,,,,,,,,,999,,2.1993868350982666,
16,,,,,,,,,1049,,2.153139591217041,
16,0.5374026894569397,8208077.0,0.7258394360542297,1.565845012664795,0.7842400074005127,12598023.0,1.0189450979232788,1.39618980884552,1053,,,1.7447845935821533
16,,,,,,,,,1053,2.062169313430786,,
17,,,,,,,,,1099,,2.0345561504364014,
17,0.5317481160163879,8066988.5,0.7158589363098145,1.5512821674346924,0.7914839386940002,11169671.0,1.0200138092041016,1.4284619092941284,1115,,,1.735872745513916
17,,,,,,,,,1115,2.048473596572876,,
18,,,,,,,,,1149,,2.092810869216919,
18,0.5234817862510681,7860240.5,0.7044572234153748,1.5407979488372803,0.7420434355735779,11832705.0,0.9538097381591797,1.3658784627914429,1177,,,1.6582670211791992
18,,,,,,,,,1177,2.0248019695281982,,
19,,,,,,,,,1199,,2.0967025756835938,
19,0.5015714764595032,9419199.0,0.6828669905662537,1.4825271368026733,0.7076528072357178,13353450.0,0.9339922666549683,1.3087742328643799,1239,,,1.6168591976165771
19,,,,,,,,,1239,2.000699281692505,,
20,,,,,,,,,1249,,1.7766963243484497,
20,,,,,,,,,1299,,2.108537435531616,
20,0.5676782727241516,8510791.0,0.7506530284881592,1.6063836812973022,0.8139864206314087,11406795.0,1.0523093938827515,1.4463502168655396,1301,,,1.8029624223709106
20,,,,,,,,,1301,2.0032732486724854,,
21,,,,,,,,,1349,,2.120431900024414,
21,0.4867684245109558,9355879.0,0.6591322422027588,1.460032343864441,0.7306660413742065,13197584.0,0.944064199924469,1.337717890739441,1363,,,1.603196382522583
21,,,,,,,,,1363,2.007769823074341,,
22,,,,,,,,,1399,,1.8407357931137085,
22,0.4958818256855011,11081184.0,0.6621592044830322,1.4411578178405762,0.6945334076881409,13731413.0,0.908629834651947,1.3084044456481934,1425,,,1.570789098739624
22,,,,,,,,,1425,1.9802250862121582,,
23,,,,,,,,,1449,,1.752824068069458,
23,0.48067209124565125,9149729.0,0.6442056894302368,1.451492190361023,0.6714555025100708,12577585.0,0.883527398109436,1.2885324954986572,1487,,,1.5277330875396729
23,,,,,,,,,1487,1.9629358053207397,,
24,,,,,,,,,1499,,2.03503680229187,
24,,,,,,,,,1549,,1.9031214714050293,
24,0.488856703042984,10564641.0,0.6565654873847961,1.4384568929672241,0.6746494770050049,10819035.0,0.8768724203109741,1.3225069046020508,1549,,,1.533437967300415
24,,,,,,,,,1549,1.9486068487167358,,
25,,,,,,,,,1599,,1.9699424505233765,
25,0.47360774874687195,9354270.0,0.6312649846076965,1.4398843050003052,0.6305941343307495,11192446.0,0.8464785218238831,1.2626994848251343,1611,,,1.4777435064315796
25,,,,,,,,,1611,1.9445806741714478,,
26,,,,,,,,,1649,,1.9771199226379395,
26,0.4615979790687561,10055303.0,0.617743730545044,1.4169228076934814,0.6540102362632751,13518901.0,0.871597409248352,1.2390905618667603,1673,,,1.489341139793396
26,,,,,,,,,1673,1.9282708168029785,,
27,,,,,,,,,1699,,1.7641026973724365,
27,0.4609915316104889,10787751.0,0.6217921376228333,1.3969380855560303,0.6190742254257202,13588338.0,0.8155079483985901,1.2042838335037231,1735,,,1.4373000860214233
27,,,,,,,,,1735,1.919960856437683,,
28,,,,,,,,,1749,,1.888906478881836,
28,0.4499357342720032,9951496.0,0.6056094169616699,1.396965742111206,0.6281520128250122,14052102.0,0.8273504972457886,1.2214539051055908,1797,,,1.4329599142074585
28,,,,,,,,,1797,1.8936362266540527,,
29,,,,,,,,,1799,,1.809264063835144,
29,,,,,,,,,1849,,1.7850675582885742,
29,0.4543614387512207,9372374.0,0.6101755499839783,1.414628505706787,0.6112498641014099,13745877.0,0.8047712445259094,1.2063976526260376,1859,,,1.4149467945098877
29,,,,,,,,,1859,1.8855829238891602,,
