user_id,num_entries,mean,median,variability,variance,home_base,density,displacement,avg_displacement,rise_rate,max_rise,recovery_rate,max_fall,entropy,range,min_value,max_value
116,19,0.8421052631578947,1.0,0.4880851839734581,0.23822714681440446,1.0,2.0488184931995117,8.0,0.42105263157894735,1.0,1.0,1.0,-1.0,1.0214554656116668,2.0,0.0,2.0
119,6,-0.16666666666666666,0.0,1.2133516482134197,1.472222222222222,0.0,0.824162704447411,7.0,1.1666666666666667,1.6666666666666667,2.0,2.0,-2.0,1.7924812503605778,4.0,-2.0,2.0
120,13,-0.23076923076923078,0.0,1.6711969986461868,2.792899408284023,-1.7777777777777777,0.5983731435832771,24.0,1.8461538461538463,2.0,4.0,3.0,-4.0,1.8262452584026092,4.0,-2.0,2.0
121,19,0.15789473684210525,0.0,0.9326339550878605,0.8698060941828255,0.8333333333333333,1.0722308814875947,12.0,0.631578947368421,1.4,2.0,1.25,-2.0,1.7142977509479211,3.0,-2.0,1.0
122,12,0.25,0.0,0.7216878364870323,0.5208333333333334,0.0,1.385638726057762,11.0,0.9166666666666666,1.25,2.0,1.5,-2.0,1.4833557549816874,2.0,-1.0,1.0
124,40,0.05,0.0,0.9473647660748208,0.8975,0.0,1.055558513733567,31.0,0.775,1.2307692307692308,2.0,1.25,-2.0,1.9091258875773396,4.0,-2.0,2.0
125,24,-0.25,0.0,1.299038105676658,1.6875,0.0,0.7697997663273647,34.0,1.4166666666666667,2.4285714285714284,4.0,1.8888888888888888,-2.0,1.7295739585136223,4.0,-2.0,2.0
126,18,0.1111111111111111,0.0,1.048220125784067,1.0987654320987654,0.0,0.9539971818942328,17.0,0.9444444444444444,1.1666666666666667,2.0,1.4285714285714286,-2.0,2.0781758650865774,4.0,-2.0,2.0
127,13,0.15384615384615385,0.0,1.4058205294228512,1.9763313609467457,-0.888888888888889,0.7113278457262936,19.0,1.4615384615384615,2.0,3.0,1.8,-3.0,2.2954656791802917,4.0,-2.0,2.0
128,16,0.3125,0.0,1.4017288432503627,1.96484375,1.7777777777777777,0.7134042303623768,20.0,1.25,2.2,4.0,1.2857142857142858,-3.0,2.227217001462482,4.0,-2.0,2.0
131,20,0.2,0.0,1.077032961426901,1.1600000000000001,0.0,0.9284758288170941,20.0,1.0,1.4285714285714286,2.0,1.6666666666666667,-3.0,2.046439344671015,4.0,-2.0,2.0
133,11,0.7272727272727273,1.0,0.616575453011388,0.3801652892561984,1.0,1.621858887273352,8.0,0.7272727272727273,1.3333333333333333,2.0,1.3333333333333333,-2.0,1.3221793455166666,2.0,0.0,2.0
134,14,-0.35714285714285715,0.0,0.8949974347244047,0.8010204081632651,0.16666666666666652,1.1173203898484227,16.0,1.1428571428571428,1.2857142857142858,2.0,1.75,-2.0,1.7783283537314114,3.0,-2.0,1.0
137,14,1.1428571428571428,1.5,0.989743318610787,0.9795918367346939,1.8333333333333333,1.0103619502495431,9.0,0.6428571428571429,1.5,2.0,1.0,-1.0,1.7244078178625923,3.0,-1.0,2.0
138,19,-0.21052631578947367,0.0,1.541665106934401,2.376731301939058,-1.7777777777777777,0.6486488841533252,30.0,1.5789473684210527,2.5,4.0,2.5,-4.0,1.8710191208788398,4.0,-2.0,2.0
139,20,1.1,1.0,0.7000000000000001,0.49000000000000005,1.0,1.4285693877580172,15.0,0.75,1.1666666666666667,2.0,1.6,-2.0,1.4854752972273344,2.0,0.0,2.0
14,3,-0.3333333333333333,-1.0,1.699673171197595,2.8888888888888893,-1.7777777777777777,0.5883480592609096,7.0,2.3333333333333335,3.0,3.0,4.0,-4.0,1.584962500721156,4.0,-2.0,2.0
140,17,0.8235294117647058,0.0,1.1997692973159495,1.439446366782007,0.0,0.8334928796263227,20.0,1.1764705882352942,2.0,2.0,2.5,-4.0,1.2639334294856335,4.0,-2.0,2.0
141,12,0.0,0.0,0.9128709291752769,0.8333333333333334,0.16666666666666652,1.0954439150116466,8.0,0.6666666666666666,1.0,1.0,1.6666666666666667,-2.0,1.7841591278514217,3.0,-2.0,1.0
142,10,-0.3,0.0,1.1,1.21,0.16666666666666652,0.9090900826453794,13.0,1.3,1.75,3.0,2.0,-2.0,1.9709505944546688,3.0,-2.0,1.0
144,20,0.5,1.0,0.9746794344808963,0.95,1.1666666666666665,1.0259772994546552,21.0,1.05,1.375,2.0,1.6666666666666667,-2.0,1.9037016960573483,3.0,-1.0,2.0
145,7,0.0,0.0,0.9258200997725514,0.8571428571428571,-0.8888888888888888,1.080122283069237,7.0,1.0,2.0,2.0,1.5,-2.0,1.4488156357251847,2.0,-1.0,1.0
146,12,-0.4166666666666667,-0.5,0.8620067027323834,0.7430555555555557,-0.8333333333333334,1.1600824410619648,10.0,0.8333333333333334,1.25,2.0,1.25,-2.0,1.7841591278514217,3.0,-2.0,1.0
147,21,0.14285714285714285,0.0,0.6388765649999399,0.4081632653061225,0.0,1.5652451342536875,15.0,0.7142857142857143,1.0,1.0,1.4,-2.0,1.3787834934861753,2.0,-1.0,1.0
148,10,0.0,0.0,1.0,1.0,0.0,0.9999990000010001,12.0,1.2,3.0,4.0,2.0,-3.0,1.7709505944546688,4.0,-2.0,2.0
15,10,0.9,1.0,1.044030650891055,1.09,0.8888888888888886,0.9578253677908375,10.0,1.0,1.6666666666666667,3.0,1.6666666666666667,-3.0,1.1567796494470395,4.0,-2.0,2.0
150,20,0.15,0.0,1.1079259903080168,1.2274999999999998,0.8888888888888886,0.9025865501498328,25.0,1.25,2.0,3.0,1.625,-3.0,2.063865121950854,4.0,-2.0,2.0
152,7,1.2857142857142858,2.0,1.3850513878332367,1.918367346938775,1.7777777777777777,0.7219943511049361,9.0,1.2857142857142858,4.0,4.0,2.5,-4.0,1.1488348542809166,4.0,-2.0,2.0
153,15,1.6,2.0,0.6110100926607788,0.3733333333333334,1.8888888888888888,1.6366314982028978,10.0,0.6666666666666666,1.0,1.0,1.25,-2.0,1.1589385323502772,2.0,0.0,2.0
155,12,0.0,0.0,1.0,1.0,0.8333333333333333,0.9999990000010001,11.0,0.9166666666666666,1.2,2.0,1.25,-2.0,1.8250112108241772,3.0,-2.0,1.0
158,35,-0.11428571428571428,0.0,1.3474086997201824,1.8155102040816329,0.0,0.7421647626610309,64.0,1.8285714285714285,2.066666666666667,4.0,2.357142857142857,-4.0,2.131612724117321,4.0,-2.0,2.0
16,76,-0.11842105263157894,0.0,1.2135973630314076,1.4728185595567864,0.0,0.8239958378834105,85.0,1.118421052631579,1.5925925925925926,4.0,1.9090909090909092,-4.0,2.115983419011035,4.0,-2.0,2.0
161,19,1.368421052631579,2.0,0.9296590385608259,0.8642659279778392,1.8333333333333333,1.0756620253873286,11.0,0.5789473684210527,1.4,2.0,2.0,-3.0,1.3235315761100483,3.0,-1.0,2.0
162,18,-0.2777777777777778,-0.5,1.4065543223524624,1.9783950617283947,-1.7777777777777777,0.710956749520169,30.0,1.6666666666666667,1.875,3.0,2.142857142857143,-3.0,2.2132982820604443,4.0,-2.0,2.0
163,15,0.3333333333333333,1.0,1.0749676997731399,1.1555555555555552,0.8888888888888886,0.9302596440352532,18.0,1.2,1.6666666666666667,2.0,2.0,-3.0,1.8565647621309542,4.0,-2.0,2.0
164,9,0.5555555555555556,1.0,0.4969039949999533,0.2469135802469136,0.9444444444444444,2.012457129757961,2.0,0.2222222222222222,1.0,1.0,1.0,-1.0,0.9910760598382222,1.0,0.0,1.0
166,3,0.0,0.0,0.816496580927726,0.6666666666666666,-0.8888888888888888,1.2247433713934262,3.0,1.0,1.0,1.0,2.0,-2.0,1.584962500721156,2.0,-1.0,1.0
167,12,1.5,2.0,0.6454972243679028,0.4166666666666667,1.8888888888888888,1.5491909384866849,7.0,0.5833333333333334,1.0,1.0,1.5,-2.0,1.2806721295208872,2.0,0.0,2.0
168,17,0.8823529411764706,1.0,0.7578881603955956,0.57439446366782,1.0,1.3194541527392076,10.0,0.5882352941176471,1.0,1.0,1.3333333333333333,-2.0,1.548565226030918,2.0,0.0,2.0
169,39,-1.1025641025641026,-2.0,1.2151790370331061,1.476660092044707,-1.8333333333333335,0.8229233278399851,44.0,1.1282051282051282,2.3,3.0,2.3333333333333335,-3.0,1.5110340271689684,3.0,-2.0,1.0
17,105,0.45714285714285713,1.0,1.4344640374822688,2.057687074829932,1.7777777777777777,0.6971239966609231,153.0,1.457142857142857,2.026315789473684,4.0,2.0,-4.0,2.222084740770363,4.0,-2.0,2.0
170,17,-0.29411764705882354,0.0,1.125360380571117,1.2664359861591694,0.8333333333333333,0.8886034453150539,19.0,1.1176470588235294,1.3333333333333333,2.0,1.5714285714285714,-3.0,1.9328045775391227,3.0,-2.0,1.0
171,21,0.0,0.0,0.9258200997725514,0.8571428571428571,-0.8333333333333334,1.080122283069237,21.0,1.0,1.5,3.0,1.2857142857142858,-2.0,1.7723388509380997,3.0,-1.0,2.0
172,36,0.027777777777777776,0.0,1.5896559919804998,2.527006172839507,-1.7777777777777777,0.6290665250710054,58.0,1.6111111111111112,2.230769230769231,4.0,2.4166666666666665,-4.0,2.1991583127036636,4.0,-2.0,2.0
173,6,0.5,0.5,0.9574271077563381,0.9166666666666666,0.16666666666666663,1.0444648448262355,6.0,1.0,1.5,2.0,1.5,-2.0,1.9182958340544893,3.0,-1.0,2.0
174,31,-1.3225806451612903,-2.0,0.8571180810055756,0.7346514047866805,-1.8333333333333335,1.1666990295290076,21.0,0.6774193548387096,1.375,3.0,1.1111111111111112,-2.0,1.533107671515576,3.0,-2.0,1.0
176,3,0.0,0.0,0.816496580927726,0.6666666666666666,-0.8888888888888888,1.2247433713934262,3.0,1.0,1.0,1.0,2.0,-2.0,1.584962500721156,2.0,-1.0,1.0
178,8,0.25,0.0,1.479019945774904,2.1875,1.7777777777777777,0.6761229466402652,4.0,0.5,1.3333333333333333,2.0,0.0,0.0,1.9056390622295665,4.0,-2.0,2.0
179,19,-0.21052631578947367,0.0,0.5210260492953508,0.2714681440443213,0.0,1.919286150982801,11.0,0.5789473684210527,1.0,1.0,1.2,-2.0,1.1050139971135322,2.0,-1.0,1.0
18,10,1.0,1.0,1.0,1.0,1.8333333333333333,0.9999990000010001,9.0,0.9,1.5,2.0,1.5,-2.0,1.8464393446710154,3.0,-1.0,2.0
180,17,0.47058823529411764,0.0,0.977249866225656,0.9550173010380625,0.16666666666666663,1.0232787041286602,18.0,1.0588235294117647,1.4285714285714286,3.0,1.3333333333333333,-2.0,1.9328045775391227,3.0,-1.0,2.0
182,6,0.16666666666666666,1.0,1.2133516482134197,1.4722222222222223,0.8333333333333333,0.824162704447411,10.0,1.6666666666666667,2.5,3.0,2.5,-3.0,1.2516291673878228,3.0,-2.0,1.0
19,5,-0.4,0.0,1.019803902718557,1.0400000000000003,0.16666666666666652,0.9805797141534015,6.0,1.2,2.0,3.0,1.0,-1.0,1.9219280948873623,3.0,-2.0,1.0
2,177,0.9548022598870056,1.0,1.2479099319209632,1.5572791981869831,1.7777777777777777,0.8013392417843931,169.0,0.9548022598870056,1.7708333333333333,4.0,1.7142857142857142,-4.0,1.9555125297891751,4.0,-2.0,2.0
21,3,2.0,2.0,0.0,0.0,2.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,2.0
23,7,-0.5714285714285714,0.0,1.2936264483053452,1.6734693877551021,-1.8333333333333335,0.7730200849634121,8.0,1.1428571428571428,2.5,3.0,1.5,-2.0,1.5566567074628228,3.0,-2.0,1.0
24,5,-0.4,-1.0,1.2,1.44,-0.8333333333333334,0.8333326388894676,7.0,1.4,1.6666666666666667,2.0,2.0,-2.0,1.5219280948873621,3.0,-2.0,1.0
25,3,1.3333333333333333,1.0,0.4714045207910317,0.2222222222222222,1.0555555555555556,2.121315843569189,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.9182958340544896,1.0,1.0,2.0
26,39,-0.10256410256410256,0.0,1.1501364867695283,1.3228139381985535,0.8888888888888886,0.8694612700684768,47.0,1.205128205128205,1.7857142857142858,3.0,1.8333333333333333,-3.0,2.111835433855036,4.0,-2.0,2.0
27,88,-0.25,0.0,1.3164173143249618,1.7329545454545454,-0.888888888888889,0.7596369551518919,117.0,1.3295454545454546,1.6666666666666667,3.0,1.8387096774193548,-4.0,2.2628183897119714,4.0,-2.0,2.0
28,8,1.5,2.0,1.0,1.0,1.8333333333333333,0.9999990000010001,4.0,0.5,1.0,1.0,3.0,-3.0,1.061278124459133,3.0,-1.0,2.0
29,6,0.16666666666666666,0.5,1.8633899812498245,3.4722222222222214,1.7777777777777777,0.5366560266001041,4.0,0.6666666666666666,0.0,0.0,2.0,-3.0,1.4591479170272448,4.0,-2.0,2.0
3,5,1.0,1.0,0.6324555320336759,0.4,1.0,1.5811363300881425,3.0,0.6,1.0,1.0,1.0,-1.0,1.3709505944546687,2.0,0.0,2.0
31,4,0.5,0.5,1.118033988749895,1.25,-0.8333333333333334,0.8944263910006315,5.0,1.25,1.0,1.0,3.0,-3.0,2.0,3.0,-1.0,2.0
32,5,-0.6,0.0,1.2,1.44,-1.8333333333333335,0.8333326388894676,8.0,1.6,2.5,3.0,1.5,-2.0,1.5219280948873621,3.0,-2.0,1.0
33,108,0.018518518518518517,0.0,1.3607016264867664,1.8515089163237315,0.0,0.7349144335687263,133.0,1.2314814814814814,1.7837837837837838,4.0,1.675,-4.0,2.2038857207730524,4.0,-2.0,2.0
36,11,1.0909090909090908,1.0,0.6680426571226848,0.4462809917355371,1.0,1.4969081576301113,6.0,0.5454545454545454,1.0,1.0,1.0,-1.0,1.4353713907745331,2.0,0.0,2.0
38,97,0.7628865979381443,1.0,1.11015180420386,1.2324370283770858,0.0,0.900776898651483,116.0,1.1958762886597938,1.5675675675675675,4.0,1.8709677419354838,-4.0,1.8685092225589828,4.0,-2.0,2.0
39,9,0.4444444444444444,1.0,0.9558139185602919,0.9135802469135802,1.1666666666666665,1.046227654100924,11.0,1.2222222222222223,2.0,3.0,1.6666666666666667,-2.0,1.8365916681089791,3.0,-1.0,2.0
4,8,0.375,0.5,1.1110243021644486,1.234375,0.0,0.9000695106149661,7.0,0.875,1.5,2.0,2.0,-2.0,1.811278124459133,4.0,-2.0,2.0
40,206,-0.009708737864077669,0.0,0.2411600455994994,0.05815816759355264,0.0,4.146606669058478,6.0,0.02912621359223301,2.0,2.0,2.0,-2.0,0.12308697772403984,4.0,-2.0,2.0
42,4,2.0,2.0,0.0,0.0,2.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,2.0
43,4,0.5,1.0,1.5,2.25,0.8888888888888886,0.6666662222225186,5.0,1.25,4.0,4.0,1.0,-1.0,1.5,4.0,-2.0,2.0
44,4,0.75,0.5,0.82915619758885,0.6875,0.1111111111111111,1.2060439237673541,3.0,0.75,1.0,1.0,2.0,-2.0,1.5,2.0,0.0,2.0
45,47,-0.7021276595744681,-1.0,1.1834837434190109,1.4006337709370753,-1.7777777777777777,0.8449623077616233,65.0,1.3829787234042554,1.8333333333333333,3.0,1.8823529411764706,-4.0,2.0974928350653115,4.0,-2.0,2.0
46,7,1.8571428571428572,2.0,0.3499271061118826,0.12244897959183675,1.9444444444444444,2.8577298666037128,2.0,0.2857142857142857,1.0,1.0,1.0,-1.0,0.5916727785823275,1.0,1.0,2.0
47,6,-0.3333333333333333,0.0,0.9428090415820634,0.8888888888888888,0.16666666666666652,1.0606590467810144,6.0,1.0,1.3333333333333333,2.0,1.0,-1.0,1.7924812503605778,3.0,-2.0,1.0
50,18,0.6666666666666666,1.0,1.2018504251546631,1.4444444444444444,1.8333333333333333,0.8320496020307274,20.0,1.1111111111111112,1.5714285714285714,3.0,1.8,-3.0,1.9071996707089482,3.0,-1.0,2.0
52,9,-0.2222222222222222,0.0,1.3966450099973926,1.950617283950617,-1.7777777777777777,0.7160010431002963,11.0,1.2222222222222223,2.3333333333333335,3.0,2.0,-3.0,1.8910611120726526,4.0,-2.0,2.0
54,10,1.5,2.0,0.6708203932499369,0.45,1.8888888888888888,1.4907097627809502,6.0,0.6,1.0,1.0,1.3333333333333333,-2.0,1.295461844238322,2.0,0.0,2.0
56,10,0.6,1.0,1.2,1.44,0.8888888888888886,0.8333326388894676,14.0,1.4,1.75,3.0,1.75,-3.0,1.9609640474436811,4.0,-2.0,2.0
57,37,-0.02702702702702703,0.0,0.8849030023645892,0.7830533235938641,0.0,1.1300660832450276,34.0,0.918918918918919,1.3076923076923077,2.0,1.4166666666666667,-2.0,1.8148635992376685,4.0,-2.0,2.0
58,37,0.08108108108108109,0.0,0.6729675458372288,0.45288531775018265,0.16666666666666663,1.4859535504083876,20.0,0.5405405405405406,1.1,2.0,1.2857142857142858,-2.0,1.4472051373035049,3.0,-1.0,2.0
59,9,-0.6666666666666666,-1.0,1.0540925533894598,1.1111111111111112,-0.8333333333333334,0.9486823980513677,7.0,0.7777777777777778,1.0,1.0,3.0,-3.0,1.836591668108979,3.0,-2.0,1.0
6,21,0.047619047619047616,0.0,1.3265131692556302,1.7596371882086166,0.0,0.7538554982500845,29.0,1.380952380952381,1.625,2.0,1.7777777777777777,-3.0,2.1658942083900237,4.0,-2.0,2.0
60,21,2.0,2.0,0.0,0.0,2.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,2.0
61,10,1.3,2.0,1.268857754044952,1.6099999999999999,1.7777777777777777,0.7881097851215778,9.0,0.9,2.5,4.0,2.0,-2.0,1.3567796494470394,4.0,-2.0,2.0
62,36,1.8333333333333333,2.0,0.6871842709362769,0.4722222222222223,1.7777777777777777,1.4552116325740203,10.0,0.2777777777777778,2.5,4.0,2.5,-4.0,0.4903415031415079,4.0,-2.0,2.0
63,32,1.1875,1.0,0.8076779989575054,0.65234375,1.8888888888888888,1.238115639122385,19.0,0.59375,1.25,2.0,1.125,-2.0,1.5461796919474975,2.0,0.0,2.0
64,19,0.8421052631578947,1.0,1.1815760168759815,1.3961218836565097,1.7777777777777777,0.8463265497867756,22.0,1.1578947368421053,2.0,4.0,1.6666666666666667,-3.0,1.9182084341546166,4.0,-2.0,2.0
66,10,-0.1,0.0,1.5132745950421556,2.29,-1.7777777777777777,0.6608181637741557,13.0,1.3,1.4,2.0,2.0,-4.0,2.2464393446710154,4.0,-2.0,2.0
67,9,0.3333333333333333,0.0,0.9428090415820634,0.8888888888888888,0.16666666666666663,1.0606590467810144,10.0,1.1111111111111112,1.6666666666666667,2.0,1.6666666666666667,-2.0,1.224394445405986,3.0,-1.0,2.0
68,8,0.375,0.0,0.4841229182759271,0.234375,0.05555555555555555,2.0655868513194355,4.0,0.5,1.0,1.0,1.0,-1.0,0.954434002924965,1.0,0.0,1.0
71,13,0.0,0.0,1.3008872711759818,1.6923076923076923,0.0,0.7687055238771707,12.0,0.9230769230769231,2.5,3.0,3.5,-4.0,1.8339272176418302,4.0,-2.0,2.0
72,5,0.4,1.0,0.7999999999999999,0.6399999999999999,0.8888888888888888,1.2499984375019533,3.0,0.6,2.0,2.0,1.0,-1.0,1.3709505944546687,2.0,-1.0,1.0
73,9,-0.3333333333333333,0.0,0.6666666666666666,0.4444444444444444,-0.11111111111111116,1.499997750003375,6.0,0.6666666666666666,1.5,2.0,1.5,-2.0,0.9864267287308425,2.0,-2.0,0.0
74,5,-0.2,0.0,0.7483314773547883,0.56,-0.8888888888888888,1.3363044238502224,2.0,0.4,1.0,1.0,0.0,0.0,1.5219280948873621,2.0,-1.0,1.0
75,16,0.1875,1.0,1.3331705629813464,1.77734375,0.8888888888888886,0.7500910068646521,23.0,1.4375,1.8333333333333333,3.0,2.4,-3.0,2.099601752714581,4.0,-2.0,2.0
76,19,0.42105263157894735,0.0,0.8153649149910351,0.6648199445983379,0.16666666666666663,1.2264432221341934,17.0,0.8947368421052632,1.6,2.0,1.2857142857142858,-2.0,1.4832261969709113,3.0,-1.0,2.0
77,20,-0.9,-1.0,1.044030650891055,1.0900000000000003,-1.8333333333333335,0.9578253677908375,23.0,1.15,1.8333333333333333,3.0,1.5,-2.0,1.8464393446710154,3.0,-2.0,1.0
78,7,2.0,2.0,0.0,0.0,2.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,2.0
79,23,0.6521739130434783,1.0,1.4328049611551374,2.0529300567107747,1.7777777777777777,0.6979312112812496,46.0,2.0,2.2,4.0,2.6666666666666665,-4.0,2.0740534157249533,4.0,-2.0,2.0
80,14,0.14285714285714285,0.0,0.832993127835043,0.6938775510204083,0.16666666666666652,1.2004886548228213,10.0,0.7142857142857143,1.25,2.0,1.25,-2.0,1.5744174271404585,3.0,-2.0,1.0
81,20,-0.15,0.0,1.1947803145348521,1.4275,0.0,0.8369732501125667,20.0,1.0,1.5,2.0,2.2,-4.0,1.7344977967946407,4.0,-2.0,2.0
83,34,0.5588235294117647,1.0,1.0344414938275868,1.070069204152249,0.8888888888888886,0.9667042933434178,38.0,1.1176470588235294,1.5,3.0,1.4285714285714286,-3.0,2.0162162416159215,4.0,-2.0,2.0
85,29,0.13793103448275862,0.0,1.431761344277703,2.0499405469678953,0.0,0.6984399359269928,51.0,1.7586206896551724,2.6,4.0,2.0833333333333335,-4.0,1.9146459360304435,4.0,-2.0,2.0
86,9,0.2222222222222222,0.0,1.1331154474650633,1.2839506172839508,0.0,0.8825218292763617,15.0,1.6666666666666667,2.3333333333333335,3.0,2.0,-3.0,2.113283334294875,4.0,-2.0,2.0
87,7,0.0,-1.0,1.5118578920369088,2.2857142857142856,-0.888888888888889,0.6614373902664371,4.0,0.5714285714285714,1.3333333333333333,2.0,0.0,0.0,1.8423709931771084,4.0,-2.0,2.0
88,16,0.0625,0.0,1.5599979967935855,2.43359375,1.7777777777777777,0.6410260532573387,22.0,1.375,1.7142857142857142,4.0,2.5,-4.0,2.149397470347699,4.0,-2.0,2.0
89,14,-0.5,0.0,0.823754471047914,0.6785714285714286,0.16666666666666652,1.2139524836513464,11.0,0.7857142857142857,1.2,2.0,1.0,-1.0,1.6893917467430877,3.0,-2.0,1.0
90,21,-1.7619047619047619,-2.0,0.4259177099999599,0.18140589569160995,-1.9444444444444444,2.347865863887722,6.0,0.2857142857142857,1.0,1.0,1.0,-1.0,0.7918583525674836,1.0,-2.0,-1.0
91,31,0.6129032258064516,1.0,0.7482202261124645,0.5598335067637876,1.1666666666666665,1.3365031157906375,17.0,0.5483870967741935,1.0,1.0,1.0,-1.0,1.618325528409407,3.0,-1.0,2.0
93,18,-1.4444444444444444,-2.0,0.8314794192830981,0.6913580246913581,-1.8333333333333335,1.2026741421790779,14.0,0.7777777777777778,1.2,2.0,1.3333333333333333,-3.0,1.4108478748063633,3.0,-2.0,1.0
94,15,0.26666666666666666,0.0,1.4817407180595248,2.195555555555556,0.0,0.6748814505334916,27.0,1.8,2.4,4.0,2.142857142857143,-4.0,2.0419460322060456,4.0,-2.0,2.0
95,17,-0.9411764705882353,-1.0,1.0555504967603742,1.1141868512110726,-1.8333333333333335,0.9473720638634222,17.0,1.0,1.5,2.0,1.6,-2.0,1.8726696380501493,3.0,-2.0,1.0
96,14,-0.6428571428571429,-0.5,1.0424656799518874,1.086734693877551,0.16666666666666652,0.9592632735716337,17.0,1.2142857142857142,1.3333333333333333,2.0,2.25,-3.0,1.924174352300441,3.0,-2.0,1.0
98,16,1.0625,1.5,0.9662265521087692,0.93359375,1.8888888888888888,1.0349528926364429,14.0,0.875,1.6,2.0,2.0,-2.0,1.271782221599798,2.0,0.0,2.0
99,14,0.07142857142857142,0.0,1.0996288798814753,1.209183673469388,0.0,0.909396896442816,13.0,0.9285714285714286,2.0,2.0,1.75,-3.0,1.9852281360342514,4.0,-2.0,2.0
1,5,1.6,2.0,0.8,0.64,1.8888888888888888,1.249998437501953,4.0,0.8,2.0,2.0,2.0,-2.0,0.7219280948873623,2.0,0.0,2.0
10,4,1.25,2.0,1.299038105676658,1.6875,1.8333333333333333,0.7697997663273647,3.0,0.75,3.0,3.0,0.0,0.0,0.8112781244591328,3.0,-1.0,2.0
103,31,-0.6451612903225806,-1.0,1.0640272582239125,1.1321540062434965,0.0,0.9398246637445615,45.0,1.4516129032258065,1.6923076923076923,3.0,1.7692307692307692,-3.0,2.0347287792895234,4.0,-2.0,2.0
105,14,-1.2142857142857142,-2.0,1.0809104250301114,1.1683673469387759,-1.8333333333333335,0.9251451847427209,14.0,1.0,2.3333333333333335,3.0,1.75,-2.0,1.1981174211304033,3.0,-2.0,1.0
106,9,0.1111111111111111,-1.0,1.5234788000891208,2.3209876543209877,-0.888888888888889,0.6563920308897445,11.0,1.2222222222222223,1.75,3.0,4.0,-4.0,1.7527152789797045,4.0,-2.0,2.0
107,17,-1.1176470588235294,-1.0,0.7578881603955956,0.57439446366782,-1.0,1.3194541527392076,15.0,0.8823529411764706,1.3333333333333333,2.0,1.1666666666666667,-2.0,1.548565226030918,2.0,-2.0,0.0
108,28,1.9642857142857142,2.0,0.18557687223952257,0.034438775510204085,1.9444444444444444,5.388573475555938,2.0,0.07142857142857142,1.0,1.0,1.0,-1.0,0.222284830685688,1.0,1.0,2.0
109,7,1.1428571428571428,1.0,0.9897433186107869,0.9795918367346937,1.1666666666666665,1.0103619502495433,7.0,1.0,1.3333333333333333,2.0,3.0,-3.0,1.4488156357251847,3.0,-1.0,2.0
