arousal val_MAE,arousal val_MAPE,arousal val_RMSE,arousal val_SMAPE,epoch,step,train_loss_epoch,train_loss_step,val_loss,valence val_MAE,valence val_MAPE,valence val_RMSE,valence val_SMAPE
,,,,8,575,1.4483776092529297,,,,,,
,,,,9,599,,1.3776121139526367,,,,,
0.421351820230484,16546780.0,0.5090817809104919,1.064954400062561,9,639,,,1.1847108602523804,0.49509134888648987,8637981.0,0.6756290793418884,0.8860265612602234
,,,,9,639,1.424541711807251,,,,,,
,,,,10,649,,1.227741003036499,,,,,
,,,,10,699,,1.4785670042037964,,,,,
0.43451350927352905,18879804.0,0.5333417654037476,1.0510754585266113,10,703,,,1.1763980388641357,0.478915810585022,8989251.0,0.6430562138557434,0.8704836964607239
,,,,10,703,1.3922395706176758,,,,,,
,,,,11,749,,1.208172082901001,,,,,
0.3828682005405426,19517750.0,0.5115140676498413,0.9865817427635193,11,767,,,1.0941479206085205,0.4093813896179199,9332944.0,0.5826338529586792,0.795734167098999
,,,,11,767,1.3576090335845947,,,,,,
,,,,12,799,,1.1805968284606934,,,,,
0.36601364612579346,14594632.0,0.46800726652145386,1.0344176292419434,12,831,,,0.9987883567810059,0.38831058144569397,9785294.0,0.530781090259552,0.7673038244247437
,,,,12,831,1.3392397165298462,,,,,,
,,,,13,849,,1.4543375968933105,,,,,
0.39742258191108704,20543508.0,0.4946267604827881,0.9953399300575256,13,895,,,1.0564275979995728,0.41709521412849426,8039884.5,0.5618008375167847,0.815956711769104
,,,,13,895,1.323488473892212,,,,,,
,,,,14,899,,1.3764023780822754,,,,,
,,,,14,949,,1.4527597427368164,,,,,
0.3533763885498047,18123682.0,0.45253071188926697,0.9738714694976807,14,959,,,0.994002103805542,0.4042152762413025,9682071.0,0.5414713621139526,0.7811490297317505
,,,,14,959,1.3131160736083984,,,,,,
,,,,15,999,,1.3609936237335205,,,,,
0.34070736169815063,17013890.0,0.4478800296783447,0.9746214151382446,15,1023,,,0.9878897666931152,0.39459800720214844,9406501.0,0.5400097370147705,0.7953489422798157
,,,,15,1023,1.2977570295333862,,,,,,
,,,,16,1049,,1.0879883766174316,,,,,
0.3278992474079132,15869838.0,0.42554736137390137,0.9722428321838379,16,1087,,,0.9180248975753784,0.3536064028739929,9162320.0,0.49247756600379944,0.7443759441375732
,,,,16,1087,1.2899311780929565,,,,,,
,,,,17,1099,,1.3591063022613525,,,,,
,,,,17,1149,,1.269942283630371,,,,,
0.3329019546508789,14665257.0,0.40976718068122864,0.9966629147529602,17,1151,,,0.8840008974075317,0.3331228494644165,9414066.0,0.4742336869239807,0.7231144905090332
,,,,17,1151,1.2761764526367188,,,,,,
,,,,18,1199,,1.1563806533813477,,,,,
0.3143841326236725,17082866.0,0.41281047463417053,0.94598388671875,18,1215,,,0.8562455177307129,0.33904755115509033,8320551.0,0.44343504309654236,0.7376511096954346
,,,,18,1215,1.2723560333251953,,,,,,
,,,,19,1249,,1.1241177320480347,,,,,
0.2994290292263031,13810584.0,0.3757547438144684,0.9689004421234131,19,1279,,,0.8042820692062378,0.30654624104499817,7622346.0,0.428527295589447,0.7094565629959106
,,,,19,1279,1.2456642389297485,,,,,,
,,,,20,1299,,1.1033858060836792,,,,,
0.25812143087387085,12977562.0,0.34363478422164917,0.9336238503456116,20,1343,,,0.7227477431297302,0.26918676495552063,7845867.5,0.37911295890808105,0.6775445938110352
,,,,20,1343,1.2271666526794434,,,,,,
,,,,21,1349,,1.1627964973449707,,,,,
,,,,21,1399,,1.1457889080047607,,,,,
0.2563759684562683,11565695.0,0.33316171169281006,0.9524481296539307,21,1407,,,0.6972835063934326,0.2639947235584259,7115404.0,0.36412182450294495,0.6703137159347534
,,,,21,1407,1.218968391418457,,,,,,
,,,,22,1449,,1.292242407798767,,,,,
0.27098071575164795,10938499.0,0.3550540804862976,0.9732064604759216,22,1471,,,0.7461200952529907,0.271589457988739,6724093.0,0.3910660445690155,0.7083457112312317
,,,,22,1471,1.2022935152053833,,,,,,
,,,,23,1499,,1.121016025543213,,,,,
0.2684999108314514,9293891.0,0.3396342098712921,0.9894121885299683,23,1535,,,0.7242709398269653,0.2699788808822632,6662149.5,0.3846367597579956,0.6950282454490662
,,,,23,1535,1.2032430171966553,,,,,,
,,,,24,1549,,1.244828462600708,,,,,
,,,,24,1599,,1.076706886291504,,,,,
0.2591271996498108,12622414.0,0.32952991127967834,0.9347689151763916,24,1599,,,0.7050275206565857,0.26601260900497437,7328227.0,0.37549760937690735,0.6672835350036621
,,,,24,1599,1.1979069709777832,,,,,,
,,,,25,1649,,1.06792414188385,,,,,
0.23459018766880035,9725473.0,0.3139702081680298,0.9456760287284851,25,1663,,,0.7385070323944092,0.299356073141098,6364220.5,0.4245368242263794,0.7246844172477722
,,,,25,1663,1.183565616607666,,,,,,
,,,,26,1699,,1.1613712310791016,,,,,
0.25363901257514954,10839786.0,0.3439824879169464,0.9404138922691345,26,1727,,,0.7164757251739502,0.2653678357601166,5995813.5,0.3724932372570038,0.6972393989562988
,,,,26,1727,1.1848608255386353,,,,,,
,,,,27,1749,,1.3123118877410889,,,,,
0.21289020776748657,8392449.0,0.29102033376693726,0.9395495653152466,27,1791,,,0.5734633207321167,0.200529545545578,5997729.5,0.28244298696517944,0.6270163059234619
,,,,27,1791,1.141057014465332,,,,,,
,,,,28,1799,,1.1273081302642822,,,,,
,,,,28,1849,,1.0934698581695557,,,,,
0.23471759259700775,11821874.0,0.3120343089103699,0.9219175577163696,28,1855,,,0.6110596656799316,0.21508647501468658,5898438.0,0.29902535676956177,0.6415260434150696
,,,,28,1855,1.108096957206726,,,,,,
,,,,29,1899,,1.2628809213638306,,,,,
0.19393528997898102,7614664.0,0.2645563781261444,0.9266883730888367,29,1919,,,0.5642719268798828,0.20748884975910187,6362754.0,0.2997155487537384,0.6315805912017822
,,,,29,1919,1.1014704704284668,,,,,,
